# tatoeba id	bản dịch tiếng Việt
431592	Tôi quyết định vào đại học học chuyên ngành tiếng Anh.
431605	Anh ấy tuy trẻ nhưng rất sáng suốt.
431612	Tôi nghe chán mấy cái cớ của cô ta rồi.
432338	Chúng tôi không sợ bất kỳ khó khăn nào.
432889	Bạn thích trượt băng hay trượt tuyết hơn?
432907	Anh ấy quá mệt nên không thể đi tiếp.
432908	Trí nhớ của bạn rất tốt.
433252	Vừa muốn ngựa tốt, lại muốn ngựa không ăn cỏ.
433470	Cô ấy định học vài buổi ở trường dạy nấu ăn.
433473	Cuốn sách này là thành quả nghiên cứu tâm huyết của anh ấy.
433550	Cậu bé đang bơi ở đằng kia là ai?
433681	Bạn không thấy nhà đang rung sao?
433895	Các binh sĩ đã sẵn sàng hy sinh vì tổ quốc.
433899	Cô ấy coi sức khỏe quan trọng hơn của cải.
433911	Anh ấy rất có con mắt thẩm mỹ.
433929	Nếu không có bạn, cuộc đời tôi sẽ trống rỗng.
435238	Vẹt biết bắt chước tiếng người.
435242	Mắt cô gái đẫm lệ.
435364	Tôi bị người ngoài hành tinh bắt cóc.
435367	Cô ấy không đẹp hơn mẹ mình.
435381	Chiều nay tôi định học tiếng Anh.
436017	Chính sách này khiến giá cả tăng vọt.
436023	Xe buýt lần lượt từng chiếc rời bến.
437275	Ai có thể nói tương lai sẽ ra sao.
437448	Tôi về rồi! Ơ? Nhà có khách à?
437741	Dạo này tôi chẳng có thời gian đọc sách.
437937	Anh ta là người đầy tham vọng.
437939	Bạn có biết người đàn ông trong ảnh không?
437947	Anh ấy kể một câu chuyện thú vị.
438465	Anh ta định tự tử nhưng thất bại.
440104	Hiện tôi đang học tiến sĩ ở Boston.
441466	Tôi mua một tờ báo tiếng Anh.
441485	Cà phê này nóng đến mức tôi không uống được.
444641	Đĩa nhựa sẽ chảy trong lò nướng.
444686	Mỹ là một nước cộng hòa.
444711	Đừng quá phụ thuộc vào người khác.
444791	Gia đình này tiếp đón tôi nhiệt tình.
444811	Tôi rất mơ hồ về việc sau này làm gì.
446163	Tôi muốn cải thiện phát âm tiếng Anh.
446167	Mọi bi kịch đều kết thúc bằng cái chết.
447492	Tôi thử đặt câu hỏi bằng tiếng Pháp.
450190	Tôi muốn nhờ bạn giúp dọn vườn.
450974	Nghiêm cấm mại dâm, cờ bạc, ma túy, say rượu gây rối và các hành vi phạm pháp khác!
451836	Anh ta cố tình đẩy cô ấy vào nguy hiểm.
452419	Trong một số trường hợp, quy tắc này không đúng.
453767	Người Nhật thích du lịch theo đoàn.
454799	Đây chính là cây bút anh ấy dùng để ký văn kiện đó.
454802	Kế hoạch bị hủy dưới áp lực dư luận.
455061	Chúng ta ngồi xuống đây thì hơn.
457561	Chúng ta cứ để thầy giáo quyết định.
458041	Bóng của hai người họ chồng lên nhau.
458579	Thần thoại giúp ta hiểu sâu về nền văn minh cổ đại.
459064	Chris giành được bảy đồng tiền vàng!
459718	Tom và tôi không có điểm tương đồng.
459814	Tôi không hiểu lắm bạn đang nói gì.
459980	Rồng là sinh vật do con người tưởng tượng ra.
459990	Xe nhập khẩu chiếm chưa đến tám phần trăm.
460475	Tôi bị trật ngón tay khi chơi bóng chuyền.
460477	Xối nước lên ngón tay bị bỏng.
460625	Khi có cháy, tuyệt đối không dùng thang máy.
461264	Một trăm năm gọi là một thế kỷ.
461493	Phát hiện này sẽ để lại trang sử vẻ vang.
461502	Không ai cung kính cúi chào ông ta.
461505	Không có sự giúp đỡ của anh ấy, tôi sẽ thất bại.
461512	Sóng vỗ vào bờ.
461513	Cô ấy đã đến thăm ngôi nhà này mấy lần.
461528	Máy bay ném bom xuống thành phố.
461536	Tôi không cho phép bạn dùng bút của tôi.
461538	Không có chiếc đĩa nào sạch cả.
461544	Tôi cứ không xin lỗi đấy, bạn làm gì được tôi?
461548	Họ cố xuyên thủng phòng tuyến địch.
461570	Cuối cùng anh ấy đạt được mục tiêu.
461624	Anh ấy coi lời cô ấy là một lời khen.
461684	Cho tôi một tấm bản đồ đường phố được không?
462008	Anh ta cho rằng họ khao khát vinh quang.
462014	Xin lỗi, tôi xuống ở bến tiếp theo.
462024	Anh ta chẳng làm gì ngoài than phiền từ sáng đến tối.
462034	Vẻ đẹp chỉ là thứ bề ngoài.
462080	Anh ấy vẫn thỉnh thoảng đến thăm tôi.
462084	Thỉnh thoảng tôi gặp anh ấy ở câu lạc bộ.
462086	Thỉnh thoảng chúng tôi đi câu cá.
462093	Đừng ghen tị với thành công của người khác.
462097	Về giáo dục, anh ta có quan điểm cực đoan.
462104	Thành phố nằm ở cực bắc Nhật Bản.
462153	Tôi rất lạnh nhạt với cô ấy.
462186	Hai tuần rồi không có lấy một giọt mưa.
463905	Quân đội đã trấn áp cuộc nổi loạn.
463907	Cà phê này với tôi quá đậm.
464747	Anh ấy phản đối phân biệt chủng tộc.
464768	Pin phải trả thêm tiền.
464771	Thế giới cần công bằng, không phải bố thí.
464857	Khi màn đêm buông xuống, lũ trẻ về nhà.
464866	Giá vé khứ hồi đến các nơi như sau.
464887	Phụ nữ quan sát, đàn ông suy nghĩ.
464895	Anh ấy có một giỏ đầy dâu tây.
464955	Sức hút chinh phục ánh nhìn, đức hạnh chinh phục tâm hồn.
465001	Vợ tôi rất dễ bị cảm lạnh.
465507	Ngủ trên thảm thật tuyệt.
465817	Viên kim cương được gắn trên chiếc nhẫn vàng.
465835	Anh ấy có đặc quyền học gia sư riêng.
465873	Tôi được đón tiếp nồng nhiệt.
465899	Chủ đề của cuốn sách này là cách mạng Mỹ.
465933	Bông hoa này tỏa hương rất nồng.
466010	Trên tường có một bức chân dung của Bob.
466014	Anh ấy đã hiến dâng sinh mạng cho đất nước.
466016	Cha mẹ gánh vác trách nhiệm giáo dục con cái.
466023	Anh ấy làm việc theo cách riêng của mình.
466065	Trên bàn phủ đầy bột.
466084	Cuộc trò chuyện của chúng tôi luôn kết thúc bằng cãi vã.
466125	Máy tính đặt bên trái các quý bà.
466150	Đầu bếp mỗi ngày chuẩn bị món khác nhau.
466151	Vé hòa nhạc đắt hơn vé xem phim.
466191	Tôi không chịu nổi trẻ con nghịch ngợm.
466211	Bạn tin anh ta thì thật ngốc.
466234	Thiếu một cái thìa.
466252	Cô ấy chỉ quan tâm đến cá và gián.
466289	New York cách London bao xa?
466296	Ban đầu tôi không thích anh ấy lắm.
466302	Thị trấn đó cách bờ biển hai dặm.
469120	Bạn đã đọc bài viết này chưa?
469165	Sao bạn dám nói với bề trên như thế?!
469241	Ông ấy có ba cô con gái, một đã kết hôn, hai người còn lại thì chưa.
469260	Bạn nên từ bỏ thói quen xấu.
469262	Ông đã làm một tấm gương xấu.
469263	Bạn đã làm một tấm gương xấu.
469265	Ông phải bù đắp tổn thất.
469277	Các bạn sẽ không bao giờ đơn độc.
469289	Ông nên hỏi ý kiến bác sĩ.
469291	Bạn nên hỏi ý kiến bác sĩ.
469296	Tôi ngạc nhiên là bạn lại ngây thơ đến thế.
469328	Bạn còn quá trẻ để lấy bằng lái.
469384	Chiến thắng đổi bằng sinh mạng của nhiều người.
469426	Cá heo là loài động vật rất thông minh.
469464	Tóc ông màu gì?
469466	Ông thích làm gì lúc rảnh rỗi?
469467	Bạn thích làm gì lúc rảnh rỗi?
469483	Thiếu một chiếc nhẫn và ít tiền mặt.
469515	Cô ấy mua một chiếc áo len tặng anh ấy.
470266	Gia đình thị trưởng cả ngày bị các cuộc điện thoại đe dọa quấy rối.
470271	Chiếc xe đạp này là của em trai tôi.
470882	Đường màu đỏ trên bản đồ biểu thị đường sắt.
470891	Còn năm mươi ki-lô-mét nữa là đến Paris.
470959	Gần đây có rạp chiếu phim không?
471152	Con tàu này không được trang bị ra-đa.
471327	Tại sao bạn chỉ trích con trai tôi?
471334	Hôm qua sao ông rời lớp học?
471388	Phòng này quá nhỏ, không chứa nổi năm mươi người.
471393	Tôi muốn ăn cá và hải sản.
471447	Anh ấy bị tước tư cách thi đấu.
471454	Trung Quốc là nước lớn nhất châu Á.
471476	Cô ấy tham gia nhiều hoạt động ở trường.
471675	Ông Yamazaki chẳng bao lâu đã bình phục.
472272	Đám mây đó có hình con cá.
472332	Tôi sinh ra là để yêu bạn.
472339	Để ông đợi lâu, tôi rất xin lỗi.
472385	Bạn kiếm sống ở Tokyo thế nào?
472574	Anh ấy sửa đồng hồ giúp tôi.
472578	Nhà vua ra lệnh thả tù nhân.
472597	Ở đây phải cẩn thận móc túi.
472821	Nhà cô ấy ở bên kia sông.
472823	Cô ấy rất giận các con.
472862	Tôi vác chiếc hộp trên vai.
472884	Xin cẩn thận khe hở giữa sân ga và toa tàu.
472897	Hôm nay tôi có nhiều bài tập phải làm.
472915	Đứa trẻ nắm lấy đuôi mèo.
472918	Kết thúc buổi lễ, cặp đôi mới hôn nhau.
472975	Có tiếng động lạ từ sau cửa vọng ra.
472987	Ti vi đóng vai trò quan trọng trong đời sống hàng ngày.
472989	Ông vặn nhỏ ti vi được không?
472994	Ti vi quả thật có một số nhược điểm.
473000	Tôi sẽ tham gia một cuộc biểu tình.
474079	Tình hình tệ hơn chúng tôi tưởng.
474782	Quan điểm của anh ta chẳng đáng một xu.
475215	Tôi đi dạo trên phố để giết thời gian.
475392	Loài bướm này hiện đã tuyệt chủng.
475395	Nếu không phải thi, đời sống học đường của chúng ta vui biết bao!
476181	Tôi cần giày cỡ mười!
476213	Tôi ghét người khác bắt tôi đợi lâu.
476591	Tất cả những gì ông phải làm là chờ đợi.
476596	Tại sao bạn định bỏ trốn?
476658	Kết luận của bạn rất gây tranh cãi.
