# tatoeba id	bản dịch tiếng Việt
343967	Ngày xưa có một nàng công chúa xinh đẹp.
343972	Anh ấy được phát hiện nằm bất tỉnh trên sàn bếp.
343979	Anh ấy được chứng minh là người chồng lý tưởng.
343984	Tôi mong tuần sau không bị ốm nữa.
343996	Anh ấy kế thừa sự nghiệp của cha.
344131	Chúng tôi không phân biệt được cặp sinh đôi đó.
344134	Tôi không uống nổi cà phê ngọt thế này.
344169	Phụ nữ mãi mãi chỉ có thể đóng vai phụ sao?
344206	Cô ấy rời bệnh viện một tiếng trước.
344226	Bạn không khóa cửa, thật bất cẩn.
344231	Tệ hơn nữa là trời bắt đầu mưa.
344236	Bạn có thể cho tôi vài lời khuyên không?
344245	Trọng tâm thảo luận là vấn đề thất nghiệp.
344403	Giáo sư không hiểu tôi nói gì.
344404	Chúng ta nhảy theo nhạc của cô ấy nhé.
344405	Anh ta nhìn tôi từ đầu đến chân.
344417	Ngôi nhà đó là nơi tôi sinh ra.
344419	Phong tục tập quán của một nước phản ánh văn hóa của nước đó.
344502	Bạn sẽ ở lại đây bao lâu?
344511	Cô ấy quyết tâm từ chức rời công ty.
344518	Tôi không nhịn được phải nói ra nghi ngờ của mình.
344585	Tôi tưởng bạn thích học điều mới.
344707	Nhìn nét mặt anh ấy, có vẻ anh ấy đã thành công.
344715	Dự kiến năm nay lúa được mùa.
344832	Anh ấy là người Nhật điển hình.
344833	Người Nhật là dân tộc cần cù.
344834	Người Nhật là dân tộc chăm chỉ.
344858	Sương mù dày đặc khiến khó nhìn thấy đường.
344874	Anh ấy suýt bị xe đâm khi băng qua đường.
344919	Anh ấy thích thể thao và cũng thích âm nhạc.
344942	Bạn xuất phát lúc nào thì tiện nhất?
344947	Hai con phố song song với nhau.
344952	Bạn phải sống ở hiện tại, đừng mãi luyến tiếc quá khứ.
344953	Lời than phiền của anh ta không có hồi kết.
344956	Dân số thế giới có xu hướng tăng.
344960	Tôi bắt đầu cuộc sống một mình.
344968	Chỉ có học tập mới thu được kiến thức.
344984	Nếu được thì bạn cũng đi cùng nhé.
344986	Tốt quá. Không ai vắng mặt.
345058	Không ai để ý con gấu xuất hiện.
345092	Một lần bị rắn cắn, mười năm sợ dây thừng.
345275	Ông lão có thái độ ngạo mạn.
345277	Những quả táo này hợp để nấu ăn.
345279	Kỹ thuật của anh ấy được mọi người công nhận.
345281	Tôi rất sợ thầy giáo sẽ nói gì đó.
345283	Chúng tôi giật mình trước cảnh tượng ấy.
345284	Tôi rất vinh dự được gặp bạn.
345308	Tom đang cân nhắc ứng tuyển công việc lương cao hơn.
345335	Tom vẫn còn dựa vào bố mẹ à?
345459	Đây là cây cầu dài nhất thế giới.
345637	Anh ta giấu cảm xúc vào lòng, giả vờ nhiệt tình.
345669	Cô ấy đề nghị họ cởi giày.
345674	Ba cậu bé gộp lại chỉ có hai đô la.
345681	Chúng tôi nghe tiếng hổ gầm ở xa.
345683	Họ đã rời bỏ đất nước mình.
345694	Cô ấy rất quan tâm đến dinh dưỡng của con.
345695	Ngôi làng này không có ô nhiễm không khí.
345698	Học sinh có mặt không dưới năm trăm người.
345702	Anh ấy dồn toàn bộ sức lực vào thí nghiệm.
345703	Không gì quý giá bằng thời gian.
345795	Nhất định đừng quên mang sách giáo khoa.
345822	Anh ấy là anh trai tôi, không phải bố tôi.
345834	Làm sao tôi quên được những ngày ấy?
345849	Với khỉ, leo cây rất dễ.
345851	Tôi sẽ không bao giờ quên cảnh tượng đó.
345869	Nếu tôi quên thì nhắc tôi nhé.
345877	Cô ấy gầy đến mức chỉ còn da bọc xương.
345945	Nông thôn có vẻ sắp phát triển quy mô lớn.
345987	Một đám mây trắng trôi trên bầu trời xanh.
345991	Cô ấy viết thư cho tôi mỗi tháng một lần.
346070	Tôi muốn có phòng riêng.
346078	Mùa đông tôi luôn cần thêm một chiếc chăn.
346087	Tôi dự bữa tiệc đó thuần túy để giao thiệp.
346112	Bát canh này mặn quá, không ăn nổi.
346114	Từ đây có thể nhìn thấy tòa tháp đó.
346123	Con chim biến mất khỏi tầm mắt tôi.
346126	Tôi chưa từng thấy cảnh hoàng hôn tráng lệ như thế.
346132	Ông biết nghĩa của từ này không?
346146	Chúng tôi đã dành cả ngày ngoài trời.
346147	Vài tháng sau, chúng quay về nơi sinh sản ở Bắc Cực.
346148	Anh ta làm thế có động cơ gì?
346151	Tôi cứ tưởng anh ấy chắc chắn sẽ thi đỗ.
346152	Mẹ đã chuẩn bị bữa trưa cho chúng tôi.
346170	Ngữ pháp của câu này đúng.
346175	Nhìn chung ý kiến của anh ấy là đúng.
346177	Đeo kính hẳn sẽ điều chỉnh được thị lực của bạn.
346178	Nếu tôi viết sai chính tả thì xin sửa giúp.
346184	Tôi bảo đảm những tài liệu này không sai.
346197	Câu trả lời của bạn không đúng. Thử lại xem.
346200	Ký hiệu này cho biết câu trả lời đúng.
346201	Tôi không chắc cái này có đúng không.
346202	Cô ấy là một quý bà phẩm hạnh đoan chính.
346206	Ấn tượng đầu tiên của tôi về anh ấy quả nhiên không sai.
346207	Tiếng ồn cản trở việc học của tôi.
346454	Đây có một tấm bản đồ lớn của nước Đức.
346463	Gió nào đưa bạn đến đây vậy?
346472	Cô ấy quả thật rất xinh, nhưng rất ích kỷ.
346489	Khi gặp thầy chủ nhiệm cũ, thầy hỏi thăm bố mẹ tôi.
346669	Tuổi ông tôi gấp năm lần tuổi tôi.
346672	Dịch vụ ở nhà hàng này chẳng hiệu quả chút nào.
346683	Tôi thấy cái chết của anh ta có gì đó đáng ngờ.
346699	Hành vi của bạn hoàn toàn đáng xấu hổ.
346702	Rồng là con vật do con người tưởng tượng ra.
346708	Người vừa nói chuyện với bạn là ai?
346710	Anh ta tự xưng là chuyên gia tài chính.
346726	Để nhiều khoảng trống giữa các dòng hơn.
346747	Bạn muốn ở bao lâu thì ở.
346751	Ngôi nhà bị lửa thiêu thành tro.
346771	Anh ấy rất thông minh, hơn nữa rất đẹp trai.
346791	Hai chị em gái của tôi đều đã kết hôn.
346800	Anh ấy là tay vợt rất giỏi.
346804	"Ông muốn mua gì?" "Tôi muốn mua một con chó."
346807	Thức ăn và chăn được chuyển đến tay người tị nạn.
346808	Tôi và hàng xóm có quan hệ rất tốt.
346811	Ông có thể fax bản đồ cho tôi không?
346849	Lửa tự tắt.
346857	Bạn thật lạnh lùng vô tình.
346866	Anh ấy đặt sách lên giá một cách lộn xộn.
346878	Dự án của bạn cần một khoản tiền lớn.
346887	Tôi muốn đi đâu đó ở châu Âu.
346888	Những luật cũ đó đều đã bị bãi bỏ.
346889	Ông ấy không chỉ là vua của một nước.
346893	Bố tôi mất vì ung thư.
346894	Hoàng tử lạc đường trong rừng.
346909	Vẻ ngoài của anh ta đã lừa tôi.
346912	Cô ta có nhận tội hay không cũng không quan trọng.
346918	Bạn phải hoàn thành trước Chủ nhật.
346924	Tôi thích thơ trữ tình hơn sử thi.
346925	Tôi muốn lắp một chiếc điện thoại.
346927	Vừa nhận được thư anh ấy liền đi New York.
346929	Cô ấy bảo chúng tôi đừng làm ồn.
346940	Nhiều thanh niên đã ra trận.
347028	Anh ấy tiếp quản công ty của cha.
347090	Cô ấy viết ngày tháng dưới dạng số.
347100	Phụ nữ Mỹ không có quyền bầu cử.
347111	Tôi không tài nào nhớ ra địa chỉ của cô ấy.
347122	Ngẩn người nhìn trần nhà thì thà đọc tiểu thuyết còn hơn.
347150	Ông ấy qua đời hôm qua.
347166	Tôi yêu cô ấy đến chết mất.
347190	Các người toàn là đồ nhát gan.
347210	Bạn không cần lo về chuyện của cô ấy nữa.
347322	Yoko né tránh câu hỏi tôi đưa ra.
347407	Tôi nhắc anh ấy phải đi gặp tổng giám đốc.
347413	Chúng tôi chạy quanh trong công viên.
347417	Mùa thu này có nhiều bão.
347426	Vụ tai nạn suýt lấy mạng anh ấy.
347586	Mấu chốt không phải mặc gì, mà là mặc thế nào.
347712	Bất hạnh giáng xuống đầu anh ta.
347719	Khách sạn nào tốt nhất trong thành phố?
347722	Cho tôi xem bạn mua gì.
347814	Này, đây là danh thiếp của tôi.
348031	Về phần tôi, tôi không có gì thêm để nói.
348033	Cô bé luôn theo sau lưng mẹ.
348038	Anh ta cảm thấy bị xã hội ruồng bỏ.
348045	Cô ấy mặc phong phanh, e rằng sẽ bị cảm lạnh.
348049	Chị tôi mê quần vợt.
348114	Ghi khoản này vào tài khoản của tôi.
348130	Con người gồm linh hồn và thể xác.
348160	Tôi phát hiện một chuyện kinh ngạc!
348170	Tôi vừa nghĩ ra một ý hay.
348181	Trước đây anh ấy là đứa trẻ yếu ớt.
348186	Tôi nghe tiếng chó sủa từ xa vọng lại.
348187	Tôi nghe thấy tiếng chó sủa ở xa.
348195	Anh trai anh ấy mất tháng trước.
348196	Họ vừa hát vừa đi.
348284	Đàn ông già hay không tự mình biết; phụ nữ già hay không người khác nhìn là rõ.
348387	Anh ta thất tình nên đã định tự tử.
348388	Trong vườn có những bông hoa đẹp.
348394	Làm thế nào chúng ta có thể chấm dứt chiến tranh?
348395	Chúng tôi dùng đũa, không dùng dao nĩa.
348397	Tôi tình cờ phát hiện cuốn sách đó.
348400	Anh ấy rất thích sưu tầm côn trùng.
348403	Cuốn từ điển này do tôi tự chọn.
348404	Rượu whisky Bourbon được làm từ ngô.
348423	Tôi bắt đầu nghi ngờ độ chính xác trong lời khai của anh ta.
348457	Nhìn chung người Anh đều bảo thủ.
348460	Các bạn chia ba quả táo này đi.
348466	Ba người các bạn chia nhau những quả táo này.
348487	Về việc nên làm gì, ý kiến của tôi và anh ấy khác nhau.
348581	Ngọn lửa lan nhanh theo hình quạt.
348582	Bạn đúng là đồ keo kiệt!
348616	Trẻ con lớn nhanh đến kinh ngạc.
