# tatoeba id	bản dịch tiếng Việt
772090	Kẻ ngốc xông vào nơi thiên thần sợ bước.
772097	Chúng tôi trò chuyện mãi đến khi trời sáng.
772128	Tính cách cởi mở của cô ấy khiến tôi vui.
772166	Đầu tư thêm tiền cho giáo dục sẽ kích thích tăng trưởng kinh tế.
772171	Câu bạn thích nhất là câu nào?
772355	Việc làm ăn của tôi cuối cùng đã vào guồng.
772361	Tôi rất ngạc nhiên vì lại thấy sư tử.
772370	Bạn đã ở đây thì chúng ta bắt đầu thôi.
772373	Lời anh ấy nói có phần đúng.
772381	Bộ gõ này cũng dùng được cho phiên bản này.
772467	Paris đẹp nhất vào mùa thu.
774059	Ông ấy là một nhà khoa học vĩ đại.
774085	Có vẻ anh ấy khá hứng thú với thiên văn học.
774356	Sao bạn phải buồn thế?
774428	Mắt tôi rất dễ mỏi.
774475	Khi thấy bộ đồ đó, cô ấy không nhịn được cười.
774510	Xe buýt bỗng dừng giữa đường.
774513	Trong bếp thiếu một chiếc máy rửa bát.
774709	Dân chủ là sự độc tài của đa số.
775390	Trong cuộc họp trước chúng ta đã thảo luận vấn đề tổ chức của tập đoàn.
775393	Trong tay tôi là một hóa thạch vỏ sò.
775427	Cô ấy được bầu làm chủ tịch ủy ban.
775428	Cuộc cãi vã của họ bắt nguồn từ hiểu lầm.
775448	Bạn từng nghe chương trình phát thanh tiếng Anh chưa?
775459	Chính sách này dao động giữa hai luồng ý kiến.
775460	Luật pháp không phải lúc nào cũng công bằng.
775461	Tuân thủ pháp luật là nghĩa vụ của chúng ta.
775466	Mục tiêu của pháp luật là công lý.
775467	Pháp luật không nên bị xâm phạm.
775468	Người vi phạm pháp luật bị trừng phạt.
775469	Nếu bạn vi phạm pháp luật, bạn sẽ bị trừng phạt.
775475	Dự luật này sẽ không bao giờ được thông qua.
775572	Lần này, tuy tôi từng trải hơn nhưng không có ai đợi đón tôi.
775598	Tôi cho rằng bạn nên xin lỗi cô ấy.
775613	Hàng người mua vé lại dài đến thế!
775628	Bạn nên chú ý hơn đến lời cảnh báo của anh ấy.
775656	Tôi mặc nhiên cho rằng bạn sẽ đứng về phía tôi.
775661	"Tôi đang xếp hàng rồi mà," tôi bảo anh ta.
775671	Bạn mắc lỗi giống hệt lần trước.
775672	"Xe của tôi không cần xếp hàng đâu," anh ta đề nghị.
775721	Bộ truyện tranh này khá hot ở Trung Quốc.
775724	Bạn tự làm bài tập về nhà à?
775726	Thỉnh thoảng bạn nên trông con.
775730	Tôi ước gì bạn đã nói sự thật với tôi.
775740	Bạn phải học cách ngậm miệng.
775741	Thứ Hai bạn phải nộp báo cáo.
775743	Bạn nên từ chức một cách danh dự.
775745	Lý thuyết của bạn dựa trên cơ sở gì?
775762	Bạn học những môn gì ở trường?
775800	Bạn không cần lo về chuyện như thế.
775861	Bạn cứ kể hết cho tôi cũng chẳng sao.
775900	Rõ ràng là anh ấy đã mắc lỗi.
775901	Tốt nhất nên làm lạnh rượu vang trắng trước khi rót.
776329	Từ đó cô ấy ở lại nước ngoài.
776993	Chào, tôi muốn một cuộn pizza chiên.
777009	Bạn cho tôi mượn bút chì được không?
777042	Đầu bạn đầy ý tưởng mới.
777044	Đầu cô ấy đầy ý tưởng mới.
777060	Trong nhà này lẽ ra không nên có đàn ông.
777332	Lương của anh ấy gồm lương cơ bản cộng hoa hồng.
777519	Tối qua ông ấy ra đi thanh thản tại nhà.
777601	Đứa trẻ đó bị thầy giáo phê bình.
777610	Anh ta bị đánh gần chết.
777614	Do nóng lên toàn cầu, các thành phố có thể bị nhấn chìm hoàn toàn.
777663	Pin máy tính của tôi hết rồi.
777677	Ăn đồ mình không thích sẽ khó tiêu.
777704	Những máy tính này chạy bằng pin.
777845	Mỗi người nên là chủ nhân số phận của mình.
777932	Tôi không thể chịu nổi cơn đau này nữa.
777943	Tôi muốn trở thành kỹ sư.
777993	Tất cả bánh quy đều có hình ngôi sao.
778001	Ông có thể làm mẫu một chút không?
778019	Không cần che giấu sự thật là cô ta không thật thà.
778026	Cô ấy đã viết nhật ký ba năm.
778030	Tết Dương lịch đã ở ngay trước mắt.
778485	Nghe nhiều nói ít, trong ngoài không ai ghét.
778488	Chúng tôi thất bại vì thiếu chuẩn bị.
778490	Anh ấy răn họ không được ồn ào.
778497	Bánh mì làm từ lúa mì.
778501	Tom và Nancy chia tay tháng trước.
778516	Tom từng bị sét đánh ba lần.
778542	Giải thích dưới đây được rút ra bằng cách so sánh và đối chiếu nhiều lý thuyết khác nhau.
778548	Đoạn văn này mơ hồ.
778710	Người có bằng lái được ưu tiên cho vị trí này.
778715	Tôi thích đến vườn táo mỗi mùa thu.
778724	Linh hồn ban sự sống cho thể xác.
778726	Cô gái tội nghiệp bị mù.
778727	Tom gãy vài chiếc xương ở cánh tay và bàn tay.
778732	Họ dọn tuyết trên đường.
778739	Chỉ cần cho tôi tên và địa chỉ của bạn.
778744	Hệ thống tư pháp của Mỹ là tốt nhất thế giới.
778768	Anh ta hối hận vì đã bán nước cho kẻ thù.
778769	Khí này tỏa ra mùi khó chịu nồng nặc.
778846	Đồ chơi đó làm bằng gỗ.
779008	Những hồ sơ này không mở cho công chúng.
779014	Cô ấy chơi rất vui trong bữa tiệc.
779016	Động vật hoang dã sống trong rừng.
779033	Tôi nhìn chung đồng ý với cô ấy.
779037	Kế hoạch của chúng tôi là tiến về đô thị.
779038	Bạn di cư đến nước chúng tôi khi nào?
779056	Có đường ngắn hơn để đến đó không?
779063	Chúng tôi mất nửa tiếng dựng lều.
779069	Họ chúc mừng chiến thắng của chúng tôi.
779073	Ngân hàng này bị cướp một tuần trước.
779458	Những người tôi gặp đều rất nhân từ.
779523	Tôi sẽ tiêm thuốc giảm đau cho bạn.
779535	Cuối cùng chúng tôi đạt được thỏa thuận.
780048	Cô ấy rụt đầu khỏi cửa sổ.
780054	Lý thuyết phải đi cùng thực hành.
780064	Họ đã phê chuẩn yêu cầu của anh ấy.
780212	Chuyện này giống như tình tiết phim.
780241	Cô ấy có sự tôn nghiêm bẩm sinh.
780275	Đổi phòng với tôi được không?
780288	Anh ấy hứa với tôi năm giờ sẽ đến đây.
780292	Tôi có một cuộc sống bận rộn.
780350	"Vứt nó đi, đương nhiên rồi!" người nông dân trả lời.
780366	"Sáu xu một giây," Bob nhắc cô ấy.
780395	Ai là trợ lý hành chính?
780399	Cô ấy không kiêu ngạo về mọi ưu điểm của mình.
780400	Việc này cần cân nhắc thận trọng.
781079	Họ kiện chính phủ đòi bồi thường thiệt hại.
781080	Sản xuất hàng loạt làm giảm giá nhiều mặt hàng.
781087	Cả đời ông ấy khổ vì cơn đau cấp tính.
781108	Mùa xuân là mùa tôi thích nhất.
781128	Tôi viết xong bức thư này trước trưa.
781137	Chúng tôi học theo kế hoạch đã định.
781141	Bạn có lý do chính đáng để nói thế.
781142	Bạn thích kịch, phim ảnh, v.v. không?
781166	Máy ảnh của tôi không cần sửa.
781177	Anh ấy không chỉ có học thức mà còn có kinh nghiệm.
781190	Điều này vượt quá sức tưởng tượng của tôi.
781436	Bạn phải làm hết sức có thể, kẻo sau này hối hận.
781440	Tôi mặc nhiên cho rằng anh ấy sẽ giữ lời.
781443	Anh ấy căng thẳng với công việc kinh doanh mới.
781454	Anh ta có thói quen coi thường người da màu.
781472	Một khi qua sông, bạn sẽ an toàn.
781494	Em yêu, anh rất vui khi gặp em.
781497	Tôi là một cậu bé nhút nhát.
781502	Theo lời cô ấy, anh ta có tội.
781541	"Chuyện?" người phụ nữ hỏi. "Ông nói thế là ý gì?"
781552	Đây có thể không phải kim cương thật.
781554	Khi chủ nhà đi vắng, người thuê tha hồ chơi.
781555	Trong núi không có hổ, khỉ xưng vua.
781679	Ông ấy được bổ nhiệm làm đại sứ tại Anh.
781681	Đường phố chật kín người mua sắm.
782129	Toán học là nền tảng của mọi khoa học.
782174	Cô ấy tưởng tôi là bác sĩ.
782242	Con ngựa này có đôi mắt to rất đẹp.
782250	Đây là cuốn sách về các vì sao.
782291	Tôi muốn xem bộ sưu tập tem của ông.
782294	Họ đến từ miền nam nước Pháp.
782338	Nói chính xác, bây giờ là ba giờ.
782383	Để đáp lại, tôi tặng cô ấy một con búp bê.
782740	Ngôi chùa này xây khi nào?
782968	Một cảnh sát khoanh tay đứng nhìn.
783005	Tôi giao phó tài sản cho anh ấy.
783011	Ông chỉ cần ấn nút là được.
783029	Vùng này nổi tiếng nhờ nghề thủ công.
784025	Truyền thống này ra đời ở Trung Quốc.
784039	Bố tôi rất khỏe mạnh.
784044	Cô gái đó không thích đá bóng.
784047	Đừng lo, mọi việc sẽ ổn.
784049	Ủy ban gồm bốn thành viên.
784060	Tôi không thể tin anh ta dám đòi sếp tăng lương.
784390	Bố tôi mất trước khi tôi ra đời.
784393	Tôi chưa từng nghe nói về diễn viên này.
784486	Bạn có địa chỉ email không?
784489	Vấn đề của bạn tương tự vấn đề của tôi.
784513	Vậy thì đừng khỏa thân đi dạo!
784556	Anh ấy cố gắng giành chiến thắng trong cuộc thi.
784563	"Phóng xạ" là một thuật ngữ hóa học.
784821	Tôi vừa đứng dậy là thấy chóng mặt.
785084	Cô ấy tranh thủ thời gian đọc một cuốn tiểu thuyết bán chạy.
785116	Họ không ngừng mò mẫm.
785127	Xe của chúng tôi được trang bị điều hòa.
785144	Anh ấy hiểu theo nghĩa đen.
785153	Tệ hơn nữa là trời bắt đầu có tuyết.
785165	Con chó này mù một mắt.
785178	Chúng tôi mua một pound trà.
785181	Nước tôi có khí hậu ôn đới.
785227	Đừng can dự vào việc không liên quan đến bạn!
785230	Khi viết, anh ấy luôn để sẵn từ điển bên tay.
785242	Tôi không khỏi thấy buồn cho anh ấy.
785246	Có gì đó kẹt trong ống.
785284	Máy tính có thể tiết kiệm thời gian cho ông.
785309	Nhiều công ty mạng cần mô hình kinh doanh mới để tồn tại.
785318	Một trong những công cụ tìm kiếm lớn nói: "Nhanh tốt hơn chậm".
785333	Tôi thấy bạn quá đáng rồi.
785378	Ở đơn vị tôi, tôi trẻ nhất.
785390	Họ trói tên trộm vào cây.
785800	Ông Smith là một giáo viên giỏi.
785816	Đoàn kết, công bằng và tự do là bảo đảm cho hạnh phúc.
785821	Cô ấy hoàn thành công việc sớm một tiếng.
786000	Khi thấy Chúa Giê-su đi qua, ông nói...
786015	Tôi không biết cô ta, cũng không muốn biết.
786037	Bạn nghĩ tôi đang đùa à?
786109	Rắc rối bắt đầu từ lời bình luận cẩu thả của anh ta.
