# tatoeba id	bản dịch tiếng Việt
834411	Anh ấy mang về vài món quà lưu niệm.
834412	Bạn đang làm việc gì đặc biệt à?
834418	Tôi tin vào việc tập luyện đều đặn.
834440	Trẻ con nên vâng lời cha mẹ.
834537	Cái cây này xanh quanh năm.
834546	Anh ấy làm người dẫn đường cho tôi.
834576	Mick đặt tên em bé là Richard.
834658	Bố tôi kinh doanh một nhà hàng.
834665	Tôi đến thăm nhà bà.
834704	Cô ấy chuẩn bị kỹ lưỡng cho bữa tiệc.
834707	Mary lặng lẽ đóng cửa.
834718	Chiều nay chúng ta chơi quần vợt nhé.
834720	Tôi sẽ lo việc đó.
834738	Tôi không ngại thời tiết nóng.
834742	Anh trai tôi trở thành kỹ sư.
834746	Tôi xem hộ chiếu của bạn được không?
834752	Tôi làm một con búp bê cho Ann.
834797	Tôi sẽ may cho bạn một bộ đồ mới.
834816	Mary đang giúp mẹ.
834883	Jane điền xong một đơn xin.
834927	Tôi sẽ cho bạn mượn vở của tôi.
834946	Tôi hoàn toàn hiểu lập trường của bạn.
834982	Ông ấy càng già càng cố chấp.
834996	Điểm của tôi trên mức trung bình.
835340	Chị tôi giống bà tôi.
835348	Tôi đọc một câu chuyện đặc sắc.
835446	Tôi đã làm xong bài tập.
835491	Hôm qua Mike chạy rất nhanh.
835593	Chúng tôi nghe thấy tiếng trong phòng ngủ.
835602	Răng cửa của tôi bị hô.
835673	Tan học chúng ta chơi bóng rổ nhé.
835700	Tôi bị cảm nặng.
835724	Sốt rét lây truyền qua muỗi.
835767	Chúng ta chia đôi phần thưởng này nhé.
835769	Tôi thực sự thích có bạn bên cạnh.
835792	Tôi phải sơn nó.
835852	Phiền cho tôi một biên lai.
836148	Ở đây họ phục vụ món ăn hạng nhất.
836161	Tom là kỹ sư điện.
836270	Anh ấy đăng quảng cáo bán nhà.
836274	Thẩm phán nào xét xử vụ này?
836290	Ông vui lòng ký vào sổ đăng ký được không?
836298	Xin nhận lời xin lỗi chân thành của tôi.
836307	Bạn chắc chắn thông tin của mình là thật chứ?
836317	Bạn còn câu hỏi nào khác không?
836332	Anh ấy không làm theo lời khuyên của chúng tôi.
836355	Anh ấy vừa trở thành hiệu trưởng.
836360	Tối nay bạn gọi cho tôi được không?
836376	Chiếc váy đỏ này hợp với cô ấy.
836385	Ôi khó chịu quá, ngứa khắp người!
836395	Ai đã vẽ bức tranh đẹp này?
836401	Bạn gửi tờ giới thiệu cho tôi được không?
836408	Tối nào anh ấy cũng gọi cho cô ấy.
836424	Cô ấy chịu được chuyến đi dài không?
836440	Một chiếc xe tải cán qua con chó.
836571	Mặt anh ấy đỏ bừng vì sốt.
837776	Sự phá hoại này sẽ tốn của chúng ta nhiều tiền.
838077	Tục ngữ nói: tà không thắng chính; nhưng cũng nói: đạo cao một thước, ma cao một trượng!
838285	Tha thứ cho người khác là đối tốt với chính mình.
838309	Phải dụng tâm, đừng lo lắng phiền muộn.
838333	Trên đời có hai việc không thể chờ: một là hiếu thảo, hai là làm việc thiện.
838353	Có trí tuệ mới phân biệt được thiện ác; có khiêm tốn mới xây được đời sống mỹ mãn.
838363	Biết cho đi yêu thương là phúc, biết xóa bỏ phiền não là tuệ.
838499	Cô ấy tốt nghiệp đại học năm mười tám tuổi.
838510	Hai mươi tám tuổi anh ấy mới lấy bằng lái.
838520	Treo áo khoác của bạn lên móc.
838552	Kỳ nghỉ đông của bạn vui chứ?
838555	Rượu vang làm từ nho.
838571	Lời anh ấy nói làm tôi rất xấu hổ.
838583	Hôm nay là sinh nhật mười sáu tuổi của tôi.
838605	Một số người nghi ngờ sự thành thật của anh ấy.
838632	Cô ấy nhìn chằm chằm những người lạ khả nghi.
839089	Thứ Bảy nào chúng tôi cũng đá bóng.
839152	Ba tháng gần đây giá đã tăng cao.
839212	Que diêm ẩm này không đánh ra lửa được.
839261	Ông ấy là người đàn ông thế nào?
839453	Hàng năm chúng tôi đều mừng Giáng sinh.
839463	Vật lý là môn tôi thích nhất.
839481	Có câu hỏi gì cứ hỏi bất cứ lúc nào.
839492	Tháng trước anh ấy ly hôn với vợ.
839504	Cô dâu trông rất xinh đẹp.
839554	Trẻ con thích chơi trên bãi biển.
839574	Bill làm ở ban biên tập.
839604	Họ đang thảo luận vấn đề này.
839788	Lấy cam ra khỏi tủ lạnh.
839803	Bạn có biết những công thức này từ đâu ra không?
839810	Chú ý đến thực phẩm của các bạn.
839822	Trộn cơm với trứng và xì dầu.
840429	Sự kiện này khiến anh ấy nổi tiếng ngay lập tức.
840431	Máy bán hàng tự động này bị hỏng.
840549	Bạn có thể lấy chiếc đồng hồ này miễn phí.
840618	Cô ấy gấp gọn chiếc khăn tay.
840652	Bạn từng thử lặn bình khí chưa?
840671	Họ đã tuyên bố đính hôn.
840742	Giá cả liên tục leo thang.
840753	Cô ấy giỏi xử lý trẻ con.
840758	Anh ta luôn cãi nhau với vợ.
840799	Chiếc đinh này làm rách áo khoác của anh ấy.
841827	Hôm qua tôi mua hai chiếc màn thầu.
841829	Đến đèn giao thông thì rẽ phải.
842046	Con chó này là giống lai.
842131	Anh ấy trách tôi sơ suất.
842152	Anh ấy giữ sức trẻ nhờ chạy bộ.
842254	Nơi này nổi tiếng với phong cảnh đẹp.
842278	Susan đánh bóng giày cho bố.
842300	Vấn đề này đáng để thảo luận.
842303	Bob mất hứng thú với nhạc rock.
842308	Người lính rên rỉ đau đớn.
842312	Con chó này hầu như ăn mọi thứ.
842338	Cô ấy được Đại học Harvard nhận.
842421	Họ trang bị súng cho mình.
842426	Họ gọi anh ta là kẻ nhát gan.
842436	Bạn có gì cần khai báo không?
842448	Cẩn thận đừng xâm phạm sự riêng tư của cô ấy.
842450	Chúng tôi không có điểm chung nào.
842464	Lẽ ra bạn nên tự giới thiệu.
842468	Tối nay bạn đến ăn cơm được không?
842475	Anh ta gian lận trong kỳ thi sinh học.
842489	Tôi tranh chức vô địch với anh ấy.
842667	Cá ngon nhất để ba ngày cũng bốc mùi.
842681	Nói cách khác, anh ta đã phản bội chúng ta.
842684	Tôi nằm thẳng trên bãi cỏ.
843495	Tôi làm mất một tập tài liệu.
843504	Buổi sáng anh ấy luôn hơi cáu kỉnh.
843879	Tái chế giấy vụn rất quan trọng.
844116	Hôm nay trông bạn rất xanh xao.
844447	Anh ấy có mấy chục cuốn sách tiếng Anh.
844465	Giám đốc phê duyệt kế hoạch của chúng tôi.
844470	Chưa từng có gì khiến anh ấy nổi giận.
844475	Một tên trộm đột nhập vào nhà anh ấy.
844482	Bạn đã có lựa chọn sáng suốt.
844488	Xin vặn nhỏ đài một chút.
844519	Người kia tóm lấy cánh tay anh ta.
844530	Bệnh nhân đang dần hồi phục.
844576	Chủ nhật anh ấy dọn phòng.
844577	Gần đây, kim ngạch nhập khẩu từ các nước châu Á không ngừng mở rộng.
844610	Mỹ là quốc gia của người nhập cư.
844635	Bob đổ đầy nước vào ấm.
844670	Tôi học tiếng Trung ở Bắc Kinh.
844714	Chính ở Bắc Kinh tôi đã học tiếng Trung.
845114	Ông có gì muốn bổ sung cho những điều tôi nói không?
845118	Lỗi kiểu này rất dễ bị bỏ qua.
845133	Thuốc này không có tác dụng phụ.
845142	Bố tôi đến nay chưa từng ra nước ngoài.
845965	Chúng tôi có thời gian dư dả.
845968	Cô ấy luôn mua quần áo đắt tiền.
845971	Chúng tôi nói về bài kiểm tra hôm qua.
845994	Bằng lái của bạn đã hết hạn.
845998	Họ đã hủy hôn ước.
846005	Cà phê giúp tôi tỉnh táo trong buổi hòa nhạc tẻ nhạt.
846015	Voi sống ở châu Á và châu Phi.
846023	Đừng cử động, nếu không tôi bắn.
846026	Bài phát biểu của ông ấy cổ vũ tất cả các cậu bé.
846030	Anh ấy ấn nút rồi chờ.
846050	Anh ta bắt tôi đợi cả buổi sáng.
846056	Tôi thường đá bóng sau giờ học.
846059	Tôi đưa micro cho anh ấy.
846061	Anh ấy đầu tư tiền vào cổ phiếu.
846113	Anh ấy bảo chúng tôi giữ yên lặng.
846184	Anh ấy quen nói trước công chúng.
846259	Dù trời mưa tôi cũng sẽ đến đó.
846299	Lòng cô ấy tràn đầy biết ơn.
846323	Cứ tự nhiên ăn thêm khoai tây chiên.
846349	Tôi đã hoàn thành công việc này.
846366	Anh ấy đóng vai Hamlet.
846387	Tôi vẫn chưa làm xong bài tập.
846425	Tôi ngỏ lời hẹn hò với cô ấy.
846429	Tôi có chiếc xe đạp này miễn phí.
846560	Trừ khi tôi hỏi, xin bạn đừng nói.
846566	Anh ấy bắt tay bạn mình.
846570	Tôi giúp anh ấy làm bài tập về nhà.
846789	Con tàu đó hôm qua đã vượt qua xích đạo.
847808	Mấy ngôi nhà nhỏ bị nước lũ cô lập.
